ensembl,gene_name,naive,4h,12h,24h
ENSMUSG00000000001,Gnai3,55.6416196,87.21637778,95.98905726,78.61630819
ENSMUSG00000000003,Pbsn,0,0,0,0
ENSMUSG00000000028,Cdc45,8.424536981,3.774773948,6.586522864,69.22275323
ENSMUSG00000000037,Scml2,0.177739272,0.33613073,0.273361972,1.002252662
ENSMUSG00000000049,Apoh,0.663290199,0.57726339,1.427281347,0.763852613
ENSMUSG00000000056,Narf,14.42917321,8.478053797,9.558161539,10.27161728
ENSMUSG00000000058,Cav2,0.045573516,0.010895482,0.004864043,0.058342932
ENSMUSG00000000078,Klf6,161.3033626,77.09180215,73.36233094,44.15827546
ENSMUSG00000000085,Scmh1,14.2266163,14.38091729,8.501167417,10.01361918
ENSMUSG00000000088,Cox5a,58.34045095,117.2368621,170.9833344,193.421526
ENSMUSG00000000093,Tbx2,0.092955027,0.063923175,0.045258685,0.03206191
ENSMUSG00000000094,Tbx4,0.035716429,0.077911459,0.071505165,0.029916433
ENSMUSG00000000103,Zfy2,0,0,0,0
ENSMUSG00000000120,Ngfr,0.180132051,0.090289448,0.090132522,0.117319833
ENSMUSG00000000125,Wnt3,0.043310498,0.070958654,0.055108761,0.051846267
ENSMUSG00000000126,Wnt9a,0,0.005056451,0,0
ENSMUSG00000000127,Fer,0.136576905,0.154871456,0.097419456,0.162559296
ENSMUSG00000000131,Xpo6,63.28110181,87.69241139,72.31628706,80.09876824
ENSMUSG00000000134,Tfe3,6.795558154,16.54152727,13.78283861,14.06091242
ENSMUSG00000000142,Axin2,20.33674166,8.046068929,9.135520778,8.527929307
ENSMUSG00000000148,Brat1,17.3829049,16.55933351,14.72142781,13.65947065
ENSMUSG00000000149,Gna12,6.519401613,12.94827659,13.55315067,12.13938691
ENSMUSG00000000154,Slc22a18,0.034450629,0,0,0
ENSMUSG00000000157,Itgb2l,0.10540104,0.022526949,0.005911047,0.005715115
ENSMUSG00000000159,Igsf5,0,0,0,0
ENSMUSG00000000167,Pih1d2,1.637572522,2.415502784,2.35364825,2.236173172
ENSMUSG00000000168,Dlat,18.87998659,29.18326722,41.06661319,44.92258483
ENSMUSG00000000171,Sdhd,47.16662144,52.92324026,101.6977423,136.2648836
ENSMUSG00000000182,Fgf23,0.130556357,0.119387998,0.02408777,0.059287479
ENSMUSG00000000183,Fgf6,0.092039131,0.101412516,0.050812875,0.048801673
ENSMUSG00000000184,Ccnd2,79.80944745,160.8191797,126.1911679,119.2910624
ENSMUSG00000000194,Gpr107,30.0858146,49.71606095,31.77264696,25.14415415
ENSMUSG00000000197,Nalcn,0.576168219,0.737662706,0.274605832,0.294762687
ENSMUSG00000000202,Btbd17,0.123410374,0,0.076215079,0.00482386
ENSMUSG00000000204,Slfn4,0.424604412,0.425477863,0.481937677,0.957812691
ENSMUSG00000000214,Th,0.416190727,0.568528752,0.367302553,0.18748515
ENSMUSG00000000215,Ins2,0.112896105,0.022045126,0.088325356,0.039004269
ENSMUSG00000000216,Scnn1g,0,0,0,0.004873678
ENSMUSG00000000223,Drp2,0.270596783,0.262827676,0.141418812,0.271393083
ENSMUSG00000000244,Tspan32,59.51224532,7.994542516,19.83063115,36.0607013
ENSMUSG00000000247,Lhx2,0,0.0193404,0.065950881,0.730189616
ENSMUSG00000000248,Clec2g,0.473679205,0.364290751,0.428760979,0.244169371
ENSMUSG00000000253,Gmpr,0.029773069,0.537484085,0.775119322,1.316548956
ENSMUSG00000000263,Glra1,0,0.05642168,0,0
ENSMUSG00000000266,Mid2,0.266618348,0.486942563,0.123622363,0.155335742
ENSMUSG00000000275,Trim25,15.85812465,15.60548992,13.33845542,14.19165818
ENSMUSG00000000276,Dgke,7.910043648,4.308641238,5.698530078,5.880550235
ENSMUSG00000000278,Scpep1,2.95875934,7.331352518,7.562307692,13.13813541
ENSMUSG00000000282,Mnt,15.90657466,22.75368903,12.81954758,9.91725139
ENSMUSG00000000290,Itgb2,140.6755216,177.2698814,97.93030367,113.323155
ENSMUSG00000000295,Hddc2,22.48219372,14.2338977,22.9515457,36.79740893
ENSMUSG00000000296,Tpd52l1,0.073928994,0.105311376,0.053477867,0.015134565
ENSMUSG00000000301,Pemt,4.797761877,5.702845438,6.498312487,5.796171864
ENSMUSG00000000303,Cdh1,0.52907577,0.170675862,0.069232011,0.067996378
ENSMUSG00000000305,Cdh4,0.403840196,0.691698449,0.412375365,0.313554024
ENSMUSG00000000308,Ckmt1,0,0,0.102397214,0.693375193
ENSMUSG00000000317,Bcl6b,0.139804742,0.404279009,0.271724234,1.30348675
ENSMUSG00000000318,Clec10a,0.141684355,0,0.042177767,0.011397577
ENSMUSG00000000320,Alox12,0.577758715,0.608930161,0.419335191,0.301649107
ENSMUSG00000000325,Arvcf,1.191662086,1.711170615,1.649799326,1.652926286
ENSMUSG00000000326,Comt,4.520503994,6.335192973,9.693143753,12.952674
ENSMUSG00000000339,Rtca,14.99807135,18.96710573,22.14813312,26.77630871
ENSMUSG00000000340,Dbt,11.59760285,16.7634059,13.68262964,13.36680984
ENSMUSG00000000346,Dazap2,132.333537,101.6701691,129.1841871,103.7182743
ENSMUSG00000000355,Mcts1,59.94282285,72.57272667,91.44917437,95.26693911
ENSMUSG00000000359,Rem1,0.08932605,0.032451714,0,0.009766554
ENSMUSG00000000365,Rnf17,0.139361414,0.761311584,0.236989498,0.336686956
ENSMUSG00000000374,Trappc10,29.14980764,33.69275669,26.22382419,27.90930293
ENSMUSG00000000378,Ccm2,159.5331513,75.46962703,105.9178557,98.31613943
ENSMUSG00000000381,Wap,0.043358269,0.164590804,0.079455832,0.076651203
ENSMUSG00000000384,Tbrg4,54.17340606,111.5984076,69.11059981,79.17662761
ENSMUSG00000000385,Tmprss2,0.281490156,0.085365041,0.008345782,0.01948983
ENSMUSG00000000386,Mx1,11.88049869,3.699355473,3.725033474,6.441724707
ENSMUSG00000000392,Fap,0.263547179,0.375791589,0.037954207,0.147912305
ENSMUSG00000000394,Gcg,0,0,0.024915693,0.516189138
ENSMUSG00000000399,Ndufa9,47.32597637,51.02499793,79.02150685,85.78192863
ENSMUSG00000000402,Egfl6,0.60498551,0.508904305,0.226216768,0.355862486
ENSMUSG00000000409,Lck,439.7246746,302.49515,316.61415,297.5411462
ENSMUSG00000000411,Tssk3,0.07615393,0.371392675,0.096429743,0.129019149
ENSMUSG00000000416,Cttnbp2,0.040482516,0,0,0
ENSMUSG00000000420,Galnt1,48.9142417,39.60442224,49.26025446,58.14745419
ENSMUSG00000000435,Myf5,0,0.01073169,0,0
ENSMUSG00000000439,Mkrn2,17.34174708,11.40454599,14.53078457,14.72081191
ENSMUSG00000000440,Pparg,0.644700909,0.688551271,0.286446062,0.230637455
ENSMUSG00000000441,Raf1,63.54230989,69.02366227,61.28364602,61.1510298
ENSMUSG00000000486,Septin1,401.5775178,124.89225,200.4686697,220.7704208
ENSMUSG00000000489,Pdgfb,1.019741994,10.41956465,4.785443461,7.67753802
ENSMUSG00000000530,Acvrl1,6.085700326,0.358146717,0.775466761,1.571034235
ENSMUSG00000000531,Grasp,3.439531583,12.78540024,4.499455521,3.934928433
ENSMUSG00000000532,Acvr1b,12.94225928,7.259857751,8.450896221,5.907419373
ENSMUSG00000000538,Tom1l2,10.30995899,8.20975798,4.316923969,5.182931169
ENSMUSG00000000544,Gpa33,0,0,0,0.014091407
ENSMUSG00000000552,Zfp385a,0.287165778,0.051987316,0.153110516,0.290975652
ENSMUSG00000000555,Itga5,4.528389012,4.42842096,2.923692692,4.43452686
ENSMUSG00000000560,Gabra2,0.398216715,0.420826224,0.227750883,0.267770626
ENSMUSG00000000561,Wdr77,27.5889267,72.026416,50.90688453,60.44568257
ENSMUSG00000000562,Adora3,1.50167975,2.01870785,1.192741071,1.015330809
ENSMUSG00000000563,Atp5pb,109.4181491,160.0264299,224.1801612,256.9650039
ENSMUSG00000000567,Sox9,0.114519269,0.130112656,0.104111585,0.104629642
ENSMUSG00000000568,Hnrnpd,65.12646288,105.7183427,73.42703722,84.27782705
ENSMUSG00000000579,Dynlt1c,21.38184456,15.91671446,10.71997348,12.94918103
ENSMUSG00000000581,C1d,26.28315453,39.38076423,44.75731884,47.70317392
ENSMUSG00000000594,Gm2a,26.17071292,6.893956747,12.88356143,18.15397752
ENSMUSG00000000600,Krit1,35.99904151,50.48194149,36.66065663,34.64748114
ENSMUSG00000000605,Clcn4,31.39534657,29.82778174,20.5878606,21.59006495
ENSMUSG00000000606,Vmn2r88,0.70354131,0.812414044,0.55268508,0.419295391
ENSMUSG00000000617,Grm6,1.766907861,0.211283228,0.143334159,0.282327892
ENSMUSG00000000627,Sema4f,9.107849493,2.2320052,3.32699874,3.012112476
ENSMUSG00000000628,Hk2,1.836697662,24.00518384,12.44196642,18.69686497
ENSMUSG00000000631,Myo18a,17.78478449,2.696865028,3.105769431,9.119380597
ENSMUSG00000000632,Sez6,0.34384717,0.276220085,0.154344005,0.160517421
ENSMUSG00000000673,Haao,47.57197137,8.322631492,9.039323575,12.86789174
ENSMUSG00000000682,Cd52,1555.435064,350.8222771,891.0855468,1441.385574
ENSMUSG00000000686,Abhd15,14.28482895,2.954850073,2.482967572,4.222892913
ENSMUSG00000000690,Hoxb6,0.034297172,0.020399792,0.014220044,0.016221486
ENSMUSG00000000693,Loxl3,0.353782448,0.944774378,0.633377458,0.903902259
ENSMUSG00000000701,Tcl1b5,0,0,0.014415227,0
ENSMUSG00000000706,Btn1a1,0.100535287,0.125160046,0.115858971,0.048298383
ENSMUSG00000000708,Kat2b,35.74391468,18.32405894,27.42338157,27.5790351
ENSMUSG00000000711,Rab5b,28.48937311,30.94643096,38.66770893,28.43531596
ENSMUSG00000000724,Cryba1,1.944502086,2.27073576,1.145021293,1.148890095
ENSMUSG00000000730,Dnmt3l,0.017780813,0.010697139,0,0
ENSMUSG00000000731,Aire,0.636941912,0.380830234,0.184385207,0.211898806
ENSMUSG00000000732,Icosl,10.81928011,3.823749254,3.27944819,3.121757564
ENSMUSG00000000738,Spg7,42.81294609,36.16849794,30.44945364,32.42337189
ENSMUSG00000000739,Sult5a1,0.768064648,1.16291771,0.529543911,0.721071958
ENSMUSG00000000740,Rpl13,1817.227481,1799.785218,1802.225918,1742.29172
ENSMUSG00000000743,Chmp1a,46.03098602,43.6046447,46.76018471,43.43236255
ENSMUSG00000000751,Rpa1,82.2254476,62.78780946,91.06760221,179.4026638
ENSMUSG00000000753,Serpinf1,0.521657492,0.616489984,1.043359058,2.04197184
ENSMUSG00000000759,Tubgcp3,28.1664181,33.67385299,19.28862113,25.6733808
ENSMUSG00000000766,Oprm1,3.19289003,8.562944105,5.369926283,3.521743672
ENSMUSG00000000776,Polr3d,26.08418346,86.15349385,34.43155246,36.58111871
ENSMUSG00000000782,Tcf7,387.2518655,247.5843121,284.8548389,187.4657662
ENSMUSG00000000787,Ddx3x,131.546622,232.3134666,167.3130959,197.3999093
ENSMUSG00000000791,Il12rb1,2.489298878,10.60676509,11.0937081,20.36524355
ENSMUSG00000000792,Slc5a5,0.020087808,0.066507197,0.028460836,0.014849909
ENSMUSG00000000794,Kcnn3,0.007076775,0.00613892,0.00151825,0.003432441
ENSMUSG00000000804,Usp32,13.24861938,11.11973851,11.80569627,10.00640515
ENSMUSG00000000805,Car4,0,0,0,0
ENSMUSG00000000811,Txnrd3,1.188105026,18.88031118,10.91028093,6.813288371
ENSMUSG00000000817,Fasl,0.322793621,2.721641985,5.67512287,6.077298399
ENSMUSG00000000823,Zfp512b,39.63807615,22.0215812,17.68642186,25.07277477
ENSMUSG00000000826,Dnajc5,47.70678122,59.90773629,45.17094962,44.27441626
ENSMUSG00000000827,Tpd52l2,34.44187532,63.20159172,72.1490055,62.36001295
ENSMUSG00000000838,Fmr1,27.80231412,33.82000115,30.38119755,43.86583147
ENSMUSG00000000861,Bcl11a,1.857835251,0.47635468,0.659174755,0.60312357
ENSMUSG00000000869,Il4,0.166202595,0.329981538,0.347608972,0.299446191
ENSMUSG00000000876,Pxmp4,8.063751712,3.43753102,5.477042001,6.691507379
ENSMUSG00000000881,Dlg3,4.901391977,2.347855619,4.683564464,6.52656215
ENSMUSG00000000884,Gnb1l,6.447588987,10.58024678,9.905348163,9.767012763
ENSMUSG00000000889,Dbh,0.005727315,0,0,0.31694645
ENSMUSG00000000901,Mmp11,1.657508991,1.346534885,1.068683977,1.144873521
ENSMUSG00000000902,Smarcb1,27.11107543,36.03555942,54.01703929,52.19462806
ENSMUSG00000000903,Vpreb3,3.39979293,0.918707113,0.906277683,0.646819965
ENSMUSG00000000915,Hip1r,21.16547695,24.59892764,31.42834121,29.44101897
ENSMUSG00000000916,Nsun5,19.07716615,45.00485304,25.73668881,25.04278444
ENSMUSG00000000934,Top1mt,6.582596351,23.35739448,16.47910643,19.82852969
ENSMUSG00000000938,Hoxa10,0,0.013375363,0,0
ENSMUSG00000000942,Hoxa4,0.041101948,0.068247196,0,0.05970234
ENSMUSG00000000948,Gm38393,0.341795765,0.290385253,0.19289374,0.414642286
ENSMUSG00000000957,Mmp14,0.900923743,0.777957506,0.31830813,0.370192725
ENSMUSG00000000958,Slc7a7,0.614683238,0.910084956,0.567713822,0.933673287
ENSMUSG00000000959,Oxa1l,29.47253781,27.12562204,35.83483103,35.85709176
ENSMUSG00000000976,Heatr6,16.51045166,21.70169553,14.72683494,16.33691433
ENSMUSG00000000982,Ccl3,1.4813872,421.9597176,175.8561656,310.5841557
ENSMUSG00000000983,Wfdc18,0.043492851,5.392427498,1.350454292,0.511914194
ENSMUSG00000001014,Icam4,0.419627909,0.752748177,0.864697833,1.104713913
ENSMUSG00000001016,Ilf2,47.85271734,79.30062555,82.29745904,93.98985149
ENSMUSG00000001017,Chtop,86.18318514,117.0906532,107.9334242,99.68420731
ENSMUSG00000001018,Snapin,26.32601757,20.45957032,24.87022323,21.08524394
ENSMUSG00000001020,S100a4,6.846855397,1.729521032,1.218632961,2.656494472
ENSMUSG00000001021,S100a3,0.098563151,0,0,0.026261736
ENSMUSG00000001023,S100a5,0,0.329463904,0,0
ENSMUSG00000001025,S100a6,4.351310678,1.501150704,2.013284022,3.348203286
ENSMUSG00000001027,Scn4a,0.270019407,0.256170692,0.212633201,0.104757484
ENSMUSG00000001029,Icam2,67.48516809,56.64804628,59.35397595,47.94640149
ENSMUSG00000001034,Mapk7,10.49475317,17.98168203,11.14698963,8.975157815
ENSMUSG00000001036,Epn2,0.612716439,0.978385546,0.646564891,0.452075532
ENSMUSG00000001039,B9d1,0.420303896,0.279265501,2.492336023,3.788237399
ENSMUSG00000001052,Sec24b,33.52652558,50.97252734,28.17477245,31.49875153
ENSMUSG00000001053,N4bp3,7.046977713,4.502399713,7.133953614,8.675816681
ENSMUSG00000001054,Rmnd5b,45.28836303,30.86242138,29.13720471,30.38423386
ENSMUSG00000001056,Nhp2,43.85212855,170.4375282,191.0990042,215.3512255
ENSMUSG00000001062,Vps9d1,18.3639796,21.11962072,16.48068974,12.79408353
ENSMUSG00000001065,Zfp276,18.4526686,20.79630173,15.12079152,12.49680512
ENSMUSG00000001076,C1ql4,0,0,0,0.011218298
ENSMUSG00000001082,Mfsd10,14.89481731,7.831436652,9.344905765,29.10032525
ENSMUSG00000001089,Luzp1,2.14660443,3.270017183,2.412706331,4.622227715
ENSMUSG00000001095,Slc13a2,0.006231029,0.006237204,0.006363241,0
ENSMUSG00000001098,Kctd10,34.98566023,41.33886453,44.66832686,37.97728011
ENSMUSG00000001100,Poldip2,19.59526448,40.88780851,40.31597446,45.01766918
ENSMUSG00000001103,Sebox,0.230795361,0.673246964,0.229673314,0.432786571
ENSMUSG00000001105,Ift20,27.45591208,37.9176066,56.65640398,42.3001562
ENSMUSG00000001119,Col6a1,0.073515542,0.014417291,0.054181878,0.043661208
ENSMUSG00000001120,Pcbp3,3.046268218,4.571514378,4.651665615,4.565283689
ENSMUSG00000001123,Lgals9,76.52028703,13.95268599,33.74465405,44.75842848
ENSMUSG00000001127,Araf,60.60394343,54.44984938,51.49531534,52.34616943
ENSMUSG00000001128,Cfp,7.258737734,3.460107076,2.131018926,2.48145754
ENSMUSG00000001131,Timp1,0.213452527,0.363030846,0.145102965,0.228840089
ENSMUSG00000001134,Uxt,26.39794512,48.6162722,49.15011536,45.59635607
ENSMUSG00000001138,Cnnm3,14.58179402,16.0087013,14.38483641,14.11232894
ENSMUSG00000001143,Lman2l,5.941094769,9.469635865,7.131804492,5.321639592
ENSMUSG00000001150,Mcm3ap,23.48244709,24.34667163,21.76069276,23.70546395
ENSMUSG00000001151,Pcnt,22.94844537,14.91302853,14.55069935,21.24468308
ENSMUSG00000001155,Ftcd,0.158929779,0.16972617,0.126127917,0.123236127
ENSMUSG00000001156,Mxd1,11.07999106,6.767202916,5.854574888,6.732510503
ENSMUSG00000001157,Gmcl1,14.39248369,11.50236772,12.23114509,13.03102584
ENSMUSG00000001158,Snrnp27,29.1171137,41.7293636,55.19235725,56.52411513
ENSMUSG00000001166,Oas1c,14.57538812,3.312562337,4.722295827,6.020944377
ENSMUSG00000001168,Oas1h,0,0,0,0
ENSMUSG00000001173,Ocrl,5.764330788,4.179286523,4.302800139,5.19870907
ENSMUSG00000001175,Calm1,230.3644897,220.1937382,277.2128595,284.5445977
ENSMUSG00000001211,Agpat3,77.13269954,47.39078676,52.65788364,59.66364831
ENSMUSG00000001225,Slc26a3,4.128939732,3.690040781,2.449846452,1.718765794
ENSMUSG00000001227,Sema6b,0.070231822,0.067259816,0.243433386,0.354652882
ENSMUSG00000001228,Uhrf1,5.031705835,3.801579758,20.26111527,185.469575
ENSMUSG00000001229,Dpp9,18.47548348,24.09350201,27.95136764,30.64088822
ENSMUSG00000001240,Ramp2,0,0.316366347,0.199603221,1.129046121
ENSMUSG00000001247,Lsr,2.317199504,3.676413453,2.855120063,2.550855546
ENSMUSG00000001248,Gramd1a,405.4005298,166.0037787,121.1591582,133.6201516
ENSMUSG00000001249,Hpn,0.295156084,0.219419884,0.080145464,0.616558396
ENSMUSG00000001260,Gabrg1,0.134009211,0.284906039,0.180107872,0.161050597
ENSMUSG00000001270,Ckb,1.416043706,0.807212526,2.967297685,10.76568448
ENSMUSG00000001280,Sp1,53.62747367,73.693407,52.33730586,50.86423056
ENSMUSG00000001281,Itgb7,363.5010859,55.17416859,116.8909162,152.406945
ENSMUSG00000001285,Myg1,35.01300897,42.13979053,52.10561863,71.97709639
ENSMUSG00000001288,Rarg,51.63296391,27.0369552,39.96404662,21.87389222
ENSMUSG00000001289,Pfdn5,262.6732388,236.3961424,289.2875156,226.8104565
ENSMUSG00000001300,Efnb2,0.331367476,0.574462865,0.429501588,0.251737463
ENSMUSG00000001305,Rrp15,24.14708531,95.14918447,81.63274544,72.91016064
ENSMUSG00000001313,Rnd2,0.26452326,0.954494185,1.308079248,0.815752117
ENSMUSG00000001323,Srr,5.18795743,8.65782956,4.61556258,4.374871165
ENSMUSG00000001333,Sync,0.320779825,0.688713899,0.247188413,0.368222527
ENSMUSG00000001334,Fndc5,0.279103377,0.281007669,0.150714984,0.201524569
ENSMUSG00000001348,Acp5,148.1713554,29.31033402,51.35337211,50.5391
ENSMUSG00000001349,Cnn1,0.270957357,0.352143121,0.217128234,0.313509708
ENSMUSG00000001366,Fbxo9,44.83895275,32.10631202,32.01951705,27.97559101
ENSMUSG00000001376,Vps50,13.47402255,24.97802801,20.18433281,21.91931266
ENSMUSG00000001380,Hars,32.17559032,82.60830624,87.26193993,103.4838908
ENSMUSG00000001383,Zmat2,28.61376172,47.14477947,59.14461038,54.74329532
ENSMUSG00000001403,Ube2c,2.064740784,1.644129938,1.517219808,45.04576847
ENSMUSG00000001415,Smg5,63.36247246,84.24245629,65.49274854,63.33152711
ENSMUSG00000001416,Cct3,102.8087713,326.9259443,360.8718396,315.2642717
ENSMUSG00000001418,Glmp,41.86271576,22.73646691,39.46095391,37.26077266
ENSMUSG00000001419,Mef2d,73.22385702,86.50084476,54.64858218,46.60839468
ENSMUSG00000001420,Tmem79,1.698104336,1.483213588,1.989506938,2.551013804
ENSMUSG00000001424,Snd1,80.94180888,118.9895718,133.6921768,131.1591743
ENSMUSG00000001435,Col18a1,1.152476567,4.223226861,1.003845644,0.740290748
ENSMUSG00000001436,Slc19a1,11.65959378,88.58861309,53.23996089,57.05142693
ENSMUSG00000001440,Kpnb1,85.61763639,195.3745722,172.9033459,244.5579634
ENSMUSG00000001441,Npepps,32.96562309,41.51443973,31.04258078,33.47543122
ENSMUSG00000001444,Tbx21,1.308552293,17.52721007,4.931244271,12.20244
ENSMUSG00000001445,Mrpl10,25.79097685,28.91016549,34.72826977,43.24773953
ENSMUSG00000001467,Cyp51,10.0161964,72.58631319,76.6830913,68.32128974
ENSMUSG00000001472,Tcf25,108.9645735,119.3550959,118.064278,118.207859
ENSMUSG00000001473,Tubb6,1.512430677,3.554847217,2.983159781,11.75411262
ENSMUSG00000001482,Def8,8.817812168,6.121493623,9.578247629,12.45686761
ENSMUSG00000001493,Meox1,0.006643685,0,0.018226595,0
ENSMUSG00000001494,Sost,0,0,0,0
ENSMUSG00000001496,Nkx2-1,0.080444755,0.034488835,0.021626578,0
ENSMUSG00000001497,Pax9,0.0597467,0.05549089,0.042121885,0.032231298
ENSMUSG00000001504,Irx2,0,0,0,0
ENSMUSG00000001506,Col1a1,0.391529729,0.184655921,0.205673799,0.172478102
ENSMUSG00000001507,Itga3,1.014165768,3.619258502,3.122998692,4.584503881
ENSMUSG00000001508,Sgca,0.010982415,0.016436556,0.00808537,0.077218184
ENSMUSG00000001510,Dlx3,0.046040969,0.055503232,0.038076468,0.045934934
ENSMUSG00000001517,Foxm1,3.650779886,5.016611175,2.580689399,22.41608583
ENSMUSG00000001518,Itfg2,20.37184769,23.54282572,16.77620292,19.38947186
ENSMUSG00000001520,Nrip2,2.286901442,2.995697296,1.572916994,1.494179673
ENSMUSG00000001521,Tulp3,7.066702319,8.482736844,5.712314546,6.441314398
ENSMUSG00000001524,Gtf2h4,10.87690545,19.34925664,29.70954757,29.82551674
ENSMUSG00000001525,Tubb5,511.1075162,272.8928849,694.1290279,1115.625793
ENSMUSG00000001542,Ell2,1.7122806,2.537650999,1.531434279,2.204548433
ENSMUSG00000001552,Jup,1.671364023,1.006072055,0.846644698,1.816516872
ENSMUSG00000001555,Fkbp10,0.63226116,0.7104483,0.424989466,0.778908388
ENSMUSG00000001558,Klhl10,0.570157178,0.5649851,0.448501343,1.282612242
ENSMUSG00000001566,Mnx1,0,0,0,0
ENSMUSG00000001569,Nom1,18.10016127,43.55268331,29.79577189,29.51435707
ENSMUSG00000001576,Ergic1,14.4188345,16.7476304,35.73374225,40.59524066
ENSMUSG00000001583,Tnk1,0.629834641,0.974031887,0.427974857,0.465651387
ENSMUSG00000001588,Acap1,217.7160197,46.63158973,55.048801,75.57641448
ENSMUSG00000001604,Tcea3,0.052279367,0.013107074,0,0
ENSMUSG00000001622,Csn3,5.387614252,1.366230439,2.022208567,2.391081104
ENSMUSG00000001627,Ifrd1,47.9183071,146.6052455,87.32402349,66.79127977
ENSMUSG00000001630,Stk38l,6.646922399,6.728774568,7.661356271,7.570981191
ENSMUSG00000001632,Brpf1,29.78735263,35.76922771,23.32777578,24.54217009
ENSMUSG00000001642,Akr1b3,114.1179966,114.7955791,142.28162,136.3558523
ENSMUSG00000001655,Hoxc13,0,0.030961336,0.010963157,0
ENSMUSG00000001656,Hoxc11,0,0,0.006766335,0
ENSMUSG00000001657,Hoxc8,0.381124479,0.29647271,0.15904946,0.177139748
ENSMUSG00000001661,Hoxc6,0.193160486,0.051671093,0.055697887,0.058675666
ENSMUSG00000001663,Gstt1,0.245939564,0.136864146,1.149963326,2.200916669
ENSMUSG00000001665,Gstt3,5.346508137,4.069549947,2.575894454,4.998789734
ENSMUSG00000001666,Ddt,27.07925277,32.42135843,96.30105948,98.23271352
ENSMUSG00000001670,Tat,0,0,0,0.006565718
ENSMUSG00000001672,Marveld3,0.176086375,0.374490087,0.103643138,0.153250681
ENSMUSG00000001674,Ddx18,56.14431191,164.5835406,121.5422468,116.4378476
ENSMUSG00000001687,Ubl3,47.97323756,72.02516952,58.24863542,52.00284823
ENSMUSG00000001700,Gramd3,71.67254976,68.78959024,47.50080139,51.77012525
ENSMUSG00000001707,Eef1e1,15.31913744,65.91575868,46.60719229,48.70618214
ENSMUSG00000001729,Akt1,55.43638361,65.4152884,68.96712069,95.69452389
ENSMUSG00000001739,Cldn15,3.903832773,3.473321536,2.066058059,1.799580086
ENSMUSG00000001741,Il16,152.0167502,68.56825263,86.30999481,82.90322307
ENSMUSG00000001750,Tcirg1,52.60760602,33.61483101,25.65504343,36.42589196
ENSMUSG00000001751,Naglu,9.862286143,4.036824767,6.843423521,8.306823411
ENSMUSG00000001755,Coasy,13.02383143,11.13852957,21.53475649,19.85654364
ENSMUSG00000001761,Smo,1.884429575,2.13774751,2.673030097,5.632150517
ENSMUSG00000001763,Tspan33,0.697932123,0.765593473,0.396381884,0.568390455
ENSMUSG00000001767,Crnkl1,24.52293093,36.52120087,40.71383557,32.0907435
ENSMUSG00000001768,Rin2,0.65738179,0.414197109,0.301866205,0.187256105
ENSMUSG00000001773,Folh1,0,0,0,0
ENSMUSG00000001774,Chordc1,69.8907325,121.1638611,121.9390971,100.8900312
ENSMUSG00000001783,Rtcb,83.41925948,107.9709194,122.7142531,131.5867255
ENSMUSG00000001785,Pwp1,24.88595683,76.52812011,58.59927029,59.63941971
ENSMUSG00000001786,Fbxo7,19.92069959,19.72934187,18.40370514,20.6063023
ENSMUSG00000001794,Capns1,84.39126553,57.07967624,86.56029066,98.73434867
ENSMUSG00000001802,Lrp3,0.014607688,0,0,0.014254789
ENSMUSG00000001804,Dsg4,0,0,0,0
ENSMUSG00000001815,Evx2,0.034117528,0.031875382,0.012785471,0.020466871
ENSMUSG00000001819,Hoxd13,0,0,0,0
ENSMUSG00000001823,Hoxd12,0,0,0,0
ENSMUSG00000001827,Folr1,0.629535666,0.66582132,0.40264808,0.60288543
ENSMUSG00000001829,Clpb,12.18084446,18.23970764,25.91829528,30.86031414
ENSMUSG00000001833,Septin7,119.8542234,337.1010385,292.5485879,276.1516771
ENSMUSG00000001844,Zdhhc4,33.48719968,35.29683704,27.74261946,27.34092452
ENSMUSG00000001847,Rac1,143.3428376,129.5157695,194.6869238,196.7524175
ENSMUSG00000001855,Nup214,45.97255212,45.56224735,35.80090405,38.84932406
ENSMUSG00000001864,Aif1l,0.214178624,0.09813309,0.155411685,0.438858428
ENSMUSG00000001865,Cpa3,1.741338425,0.13753911,0.459672206,0.539655464
ENSMUSG00000001870,Ltbp1,3.184962181,6.207290372,2.706441234,2.377877485
ENSMUSG00000001891,Ugp2,14.84646132,17.6397429,19.92980602,24.69324848
ENSMUSG00000001901,Kcnh6,1.005984863,0.475037131,0.429407785,0.311001349
ENSMUSG00000001909,Trmt1,72.20405707,151.9204714,97.34538802,89.53713724
ENSMUSG00000001910,Nacc1,27.209201,61.4640822,81.91420563,77.39535925
ENSMUSG00000001911,Nfix,4.892888681,11.22732967,6.719950246,5.792780476
ENSMUSG00000001918,Slc1a5,100.970617,510.2001458,164.062265,183.8805994
ENSMUSG00000001924,Uba1,102.4360986,172.4884946,196.0645735,188.6730494
ENSMUSG00000001930,Vwf,1.049826027,0.715638443,0.397425186,0.585513122
ENSMUSG00000001942,Siae,7.391994768,3.456553015,5.948629735,6.600950313
ENSMUSG00000001943,Vsig2,0.219365708,0.235308861,0.282244152,0.165630725
ENSMUSG00000001946,Esam,0.723884885,0.597598702,0.396995997,0.332112401
ENSMUSG00000001948,Spa17,0.244331969,0.561016015,0.955014288,0.761161926
ENSMUSG00000001962,Fam50a,21.6394825,26.92889529,30.74427885,25.97753585
ENSMUSG00000001964,Emd,31.6225872,42.88262403,57.27867198,54.82404229
